yearsexp,firstname,high_quality,call,female,black,boston,college,income_in_city
5,"Carrie",0,0,1,0,1,0,5.3657
5,"Laurie",1,0,1,0,1,1,5.3657
19,"Tamika",1,0,1,1,1,0,5.3657
7,"Tanisha",0,0,1,1,1,1,5.3657
11,"Allison",0,1,1,0,1,1,5.3657
4,"Ebony",1,0,1,1,1,0,5.3657
16,"Emily",1,0,1,0,1,0,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
26,"Allison",1,0,1,0,1,0,5.3657
11,"Emily",0,0,1,0,1,1,5.3657
4,"Kenya",0,0,1,1,1,0,5.3657
16,"Lakisha",1,0,1,1,1,0,5.3657
4,"Carrie",1,1,1,0,1,0,5.3657
26,"Latoya",1,1,1,1,1,0,5.3657
13,"Sarah",0,1,1,0,1,0,5.3657
11,"Tamika",0,0,1,1,1,1,5.3657
13,"Aisha",0,0,1,1,1,0,5.3657
1,"Anne",0,0,1,0,1,0,5.3657
16,"Jill",1,0,1,0,1,0,5.3657
16,"Latoya",1,1,1,1,1,0,5.3657
11,"Ebony",0,0,1,1,1,1,5.3657
26,"Emily",1,0,1,0,1,0,5.3657
7,"Kristen",0,0,1,0,1,0,5.3657
9,"Lakisha",1,0,1,1,1,1,5.3657
4,"Anne",0,0,1,0,1,0,5.3657
1,"Lakisha",0,0,1,1,1,0,5.3657
16,"Sarah",1,0,1,0,1,0,5.3657
9,"Tanisha",1,0,1,1,1,1,5.3657
5,"Ebony",0,0,1,1,1,0,5.3657
19,"Jill",1,1,1,0,1,0,5.3657
7,"Kristen",0,1,1,0,1,0,5.3657
26,"Tanisha",1,0,1,1,1,0,5.3657
9,"Carrie",1,0,1,0,1,1,5.3657
13,"Jill",0,1,1,0,1,0,5.3657
13,"Keisha",0,0,1,1,1,0,5.3657
19,"Lakisha",1,1,1,1,1,0,5.3657
7,"Geoffrey",1,0,0,0,1,1,5.3657
4,"Kenya",1,0,1,1,1,1,5.3657
6,"Laurie",0,0,1,0,1,1,5.3657
7,"Tamika",0,0,1,1,1,1,5.3657
3,"Emily",1,0,1,0,0,1,6.3153
4,"Latonya",0,0,1,1,0,1,6.3153
4,"Laurie",0,0,1,0,0,1,6.3153
5,"Tamika",1,0,1,1,0,0,6.3153
5,"Allison",1,0,1,0,0,1,6.3153
6,"Lakisha",0,0,1,1,0,0,6.3153
4,"Lakisha",1,0,1,1,0,0,6.3153
3,"Meredith",1,0,1,0,0,0,6.3153
3,"Sarah",0,0,1,0,0,0,6.3153
12,"Tanisha",1,0,1,1,0,0,6.3153
6,"Allison",0,0,1,0,0,0,6.3153
6,"Anne",1,0,1,0,0,0,6.3153
6,"Ebony",0,0,1,1,0,0,6.3153
6,"Latoya",1,0,1,1,0,0,6.3153
11,"Aisha",1,0,1,1,0,1,6.3153
11,"Anne",1,1,1,0,0,1,6.3153
11,"Jill",0,0,1,0,0,1,6.3153
11,"Tanisha",0,0,1,1,0,1,6.3153
5,"Brendan",1,1,0,0,0,1,6.3153
6,"Keisha",1,0,1,1,0,1,6.3153
7,"Kenya",0,0,1,1,0,0,6.3153
6,"Sarah",0,1,1,0,0,1,6.3153
5,"Todd",0,0,0,0,0,1,6.3153
6,"Tyrone",0,0,0,1,0,1,6.3153
5,"Emily",1,0,1,0,0,0,6.3153
5,"Latonya",1,0,1,1,0,1,6.3153
10,"Jill",0,0,1,0,0,0,6.3153
11,"Kenya",0,0,1,1,0,1,6.3153
11,"Sarah",1,0,1,0,0,0,6.3153
9,"Tanisha",1,0,1,1,0,1,6.3153
7,"Jill",1,0,1,0,0,1,6.3153
5,"Lakisha",0,0,1,1,0,0,6.3153
21,"Latoya",1,0,1,1,0,1,6.3153
5,"Neil",0,0,0,0,0,1,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
4,"Laurie",0,0,1,0,0,0,6.3153
13,"Allison",0,0,1,0,0,1,6.3153
11,"Ebony",0,0,1,1,0,1,6.3153
11,"Emily",1,0,1,0,0,1,6.3153
11,"Latonya",1,0,1,1,0,1,6.3153
5,"Allison",0,0,1,0,0,1,6.3153
5,"Jill",0,0,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
6,"Kristen",1,0,1,0,0,1,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
5,"Rasheed",0,0,0,1,0,0,6.3153
9,"Aisha",0,0,1,1,0,0,6.3153
4,"Allison",0,0,1,0,0,1,6.3153
5,"Latoya",1,0,1,1,0,1,6.3153
4,"Sarah",1,0,1,0,0,1,6.3153
5,"Brendan",0,0,0,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
8,"Keisha",0,0,1,1,0,0,6.3153
18,"Kenya",1,0,1,1,0,0,6.3153
5,"Lakisha",0,0,1,1,0,1,6.3153
8,"Sarah",1,0,1,0,0,1,6.3153
4,"Aisha",0,0,1,1,0,0,6.3153
14,"Aisha",1,0,1,1,0,1,6.3153
11,"Anne",1,0,1,0,0,1,6.3153
5,"Carrie",0,0,1,0,0,1,6.3153
12,"Emily",0,0,1,0,0,0,6.3153
13,"Kenya",0,0,1,1,0,1,6.3153
7,"Kenya",1,0,1,1,0,1,6.3153
8,"Kristen",1,0,1,0,0,0,6.3153
6,"Meredith",0,0,1,0,0,1,6.3153
7,"Tanisha",0,0,1,1,0,0,6.3153
3,"Allison",0,0,1,0,0,1,6.3153
4,"Emily",1,0,1,0,0,1,6.3153
4,"Kenya",1,0,1,1,0,1,6.3153
5,"Tamika",0,0,1,1,0,1,6.3153
5,"Brett",1,0,0,0,0,1,6.3153
6,"Hakim",0,0,0,1,0,1,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
4,"Jill",0,0,1,0,0,1,6.3153
4,"Matthew",1,0,0,0,0,0,6.3153
4,"Tamika",1,0,1,1,0,1,6.3153
5,"Tanisha",1,0,1,1,0,1,6.3153
5,"Tyrone",0,0,0,1,0,1,6.3153
4,"Jill",1,0,1,0,0,1,6.3153
4,"Tamika",1,0,1,1,0,0,6.3153
5,"Anne",0,0,1,0,0,1,6.3153
5,"Latonya",0,0,1,1,0,1,6.3153
44,"Latoya",1,0,1,1,0,1,6.3153
7,"Sarah",1,0,1,0,0,1,6.3153
2,"Allison",0,0,1,0,0,1,6.3153
6,"Ebony",0,0,1,1,0,0,6.3153
6,"Emily",1,0,1,0,0,1,6.3153
2,"Jill",1,0,1,0,0,1,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,1,6.3153
6,"Tamika",0,0,1,1,0,1,6.3153
6,"Tanisha",1,0,1,1,0,1,6.3153
5,"Emily",1,1,1,0,0,1,6.3153
7,"Kenya",1,1,1,1,0,1,6.3153
4,"Lakisha",0,0,1,1,0,0,6.3153
4,"Todd",0,0,0,0,0,1,6.3153
7,"Aisha",1,0,1,1,0,1,6.3153
7,"Jill",1,0,1,0,0,1,6.3153
5,"Lakisha",0,0,1,1,0,1,6.3153
5,"Matthew",0,0,0,0,0,0,6.3153
2,"Lakisha",0,0,1,1,0,1,6.3153
1,"Matthew",0,0,0,0,0,1,6.3153
4,"Brad",0,0,0,0,0,0,6.3153
4,"Tamika",0,0,1,1,0,0,6.3153
8,"Anne",0,0,1,0,0,0,6.3153
3,"Keisha",0,0,1,1,0,1,6.3153
4,"Kristen",1,0,1,0,0,0,6.3153
2,"Lakisha",1,0,1,1,0,0,6.3153
5,"Allison",1,0,1,0,0,0,6.3153
6,"Emily",1,0,1,0,0,1,6.3153
8,"Sarah",0,0,1,0,0,0,6.3153
4,"Tamika",1,0,1,1,0,1,6.3153
4,"Tamika",1,0,1,1,0,1,6.3153
5,"Tanisha",0,0,1,1,0,0,6.3153
5,"Geoffrey",1,0,0,0,0,1,6.3153
5,"Jill",1,0,1,0,0,0,6.3153
6,"Keisha",0,0,1,1,0,0,6.3153
3,"Kristen",0,0,1,0,0,0,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
16,"Tanisha",1,0,1,1,0,0,6.3153
8,"Allison",0,0,1,0,0,0,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
7,"Kristen",1,1,1,0,0,1,6.3153
2,"Lakisha",0,0,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
6,"Carrie",0,0,1,0,0,0,6.3153
5,"Keisha",0,0,1,1,0,0,6.3153
3,"Kenya",1,0,1,1,0,0,6.3153
5,"Leroy",0,0,0,1,0,0,6.3153
4,"Neil",0,0,0,0,0,0,6.3153
3,"Sarah",1,0,1,0,0,0,6.3153
6,"Anne",0,0,1,0,0,0,6.3153
4,"Emily",0,0,1,0,0,1,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
5,"Latonya",1,0,1,1,0,0,6.3153
7,"Laurie",1,0,1,0,0,1,6.3153
11,"Tanisha",0,0,1,1,0,1,6.3153
5,"Allison",1,0,1,0,0,0,6.3153
4,"Kenya",1,0,1,1,0,0,6.3153
6,"Latonya",0,0,1,1,0,0,6.3153
5,"Leroy",1,0,0,1,0,1,6.3153
6,"Meredith",0,0,1,0,0,0,6.3153
4,"Todd",1,0,0,0,0,0,6.3153
4,"Kenya",1,0,1,1,0,0,6.3153
4,"Todd",1,0,0,0,0,1,6.3153
2,"Emily",1,0,1,0,0,0,6.3153
4,"Latonya",0,0,1,1,0,1,6.3153
11,"Laurie",0,0,1,0,0,1,6.3153
7,"Tamika",1,0,1,1,0,1,6.3153
6,"Allison",0,0,1,0,0,0,6.3153
4,"Carrie",1,0,1,0,0,1,6.3153
5,"Kristen",1,0,1,0,0,0,6.3153
3,"Lakisha",0,0,1,1,0,0,6.3153
5,"Latonya",1,0,1,1,0,0,6.3153
6,"Tyrone",1,0,0,1,0,0,6.3153
5,"Aisha",1,0,1,1,0,0,6.3153
20,"Aisha",1,0,1,1,0,1,6.3153
17,"Emily",0,0,1,0,0,0,6.3153
5,"Emily",1,0,1,0,0,1,6.3153
4,"Keisha",0,0,1,1,0,1,6.3153
15,"Keisha",0,0,1,1,0,1,6.3153
10,"Matthew",1,0,0,0,0,1,6.3153
4,"Sarah",0,0,1,0,0,1,6.3153
6,"Anne",0,0,1,0,0,0,6.3153
3,"Brad",0,1,0,0,0,0,6.3153
4,"Hakim",1,0,0,1,0,0,6.3153
6,"Kenya",0,0,1,1,0,0,6.3153
7,"Kenya",1,1,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
12,"Meredith",1,1,1,0,0,0,6.3153
5,"Meredith",1,0,1,0,0,1,6.3153
8,"Aisha",1,0,1,1,1,1,5.3657
13,"Brad",0,0,0,0,1,1,5.3657
10,"Brad",1,0,0,0,1,1,5.3657
20,"Carrie",1,0,1,0,1,1,5.3657
2,"Darnell",1,0,0,1,1,1,5.3657
2,"Ebony",1,0,1,1,1,1,5.3657
2,"Emily",1,0,1,0,1,1,5.3657
7,"Geoffrey",0,0,0,0,1,1,5.3657
7,"Greg",0,0,0,0,1,1,5.3657
6,"Hakim",0,0,0,1,1,1,5.3657
8,"Jamal",0,0,0,1,1,1,5.3657
6,"Jill",0,0,1,0,1,1,5.3657
6,"Keisha",0,0,1,1,1,1,5.3657
6,"Kenya",1,0,1,1,1,1,5.3657
5,"Latonya",1,0,1,1,1,1,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
2,"Leroy",1,0,0,1,1,1,5.3657
10,"Matthew",0,1,0,0,1,0,5.3657
8,"Matthew",1,0,0,0,1,1,5.3657
8,"Matthew",1,0,0,0,1,1,5.3657
8,"Matthew",1,0,0,0,1,1,5.3657
8,"Rasheed",0,1,0,1,1,0,5.3657
6,"Todd",0,0,0,0,1,1,5.3657
7,"Tremayne",0,0,0,1,1,1,5.3657
7,"Anne",1,0,1,0,0,1,6.3153
4,"Kenya",0,0,1,1,0,1,6.3153
8,"Meredith",0,0,1,0,0,0,6.3153
5,"Tamika",1,0,1,1,0,0,6.3153
4,"Anne",1,0,1,0,0,0,6.3153
4,"Kenya",0,0,1,1,0,0,6.3153
6,"Meredith",0,0,1,0,0,0,6.3153
4,"Tamika",1,0,1,1,0,0,6.3153
6,"Ebony",0,0,1,1,0,1,6.3153
9,"Kristen",1,0,1,0,0,0,6.3153
8,"Latonya",1,0,1,1,0,1,6.3153
8,"Laurie",0,0,1,0,0,0,6.3153
13,"Emily",1,0,1,0,0,0,6.3153
11,"Jill",0,0,1,0,0,1,6.3153
12,"Latoya",1,0,1,1,0,0,6.3153
13,"Tanisha",0,0,1,1,0,0,6.3153
7,"Keisha",1,1,1,1,0,1,6.3153
5,"Kristen",0,1,1,0,0,1,6.3153
7,"Sarah",1,0,1,0,0,0,6.3153
6,"Tamika",0,1,1,1,0,1,6.3153
5,"Emily",1,0,1,0,0,0,6.3153
6,"Latoya",1,0,1,1,0,1,6.3153
21,"Jill",0,0,1,0,0,1,6.3153
15,"Lakisha",0,0,1,1,0,1,6.3153
13,"Meredith",1,0,1,0,0,1,6.3153
22,"Tanisha",1,0,1,1,0,0,6.3153
21,"Anne",1,0,1,0,0,1,6.3153
7,"Latoya",1,0,1,1,0,1,6.3153
13,"Sarah",0,0,1,0,0,1,6.3153
19,"Tanisha",0,0,1,1,0,1,6.3153
8,"Jill",0,0,1,0,0,0,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
9,"Laurie",1,1,1,0,0,0,6.3153
8,"Tamika",1,1,1,1,0,1,6.3153
9,"Allison",0,0,1,0,0,1,6.3153
10,"Kenya",1,0,1,1,0,0,6.3153
13,"Lakisha",0,0,1,1,0,0,6.3153
15,"Laurie",1,0,1,0,0,0,6.3153
8,"Allison",1,0,1,0,0,1,6.3153
9,"Anne",0,0,1,0,0,0,6.3153
10,"Ebony",1,0,1,1,0,1,6.3153
7,"Kenya",0,0,1,1,0,0,6.3153
3,"Ebony",1,1,1,1,0,1,6.3153
7,"Jill",1,0,1,0,0,1,6.3153
3,"Laurie",0,0,1,0,0,1,6.3153
2,"Tamika",0,0,1,1,0,1,6.3153
4,"Emily",0,0,1,0,0,1,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
6,"Kenya",1,0,1,1,0,0,6.3153
5,"Sarah",1,0,1,0,0,0,6.3153
5,"Hakim",1,0,0,1,0,1,6.3153
6,"Leroy",0,1,0,1,0,1,6.3153
11,"Neil",1,0,0,0,0,1,6.3153
3,"Todd",0,0,0,0,0,1,6.3153
6,"Jill",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
14,"Meredith",0,0,1,0,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
4,"Anne",0,0,1,0,0,1,6.3153
6,"Ebony",0,1,1,1,0,1,6.3153
5,"Jill",1,0,1,0,0,1,6.3153
3,"Tamika",1,0,1,1,0,0,6.3153
9,"Aisha",1,0,1,1,0,1,6.3153
5,"Anne",1,0,1,0,0,1,6.3153
8,"Kenya",0,0,1,1,0,0,6.3153
15,"Kristen",0,0,1,0,0,1,6.3153
2,"Aisha",1,0,1,1,1,1,5.3657
2,"Brad",1,1,0,0,1,1,5.3657
8,"Brendan",1,0,0,0,1,1,5.3657
20,"Brendan",1,0,0,0,1,1,5.3657
8,"Brett",0,0,0,0,1,1,5.3657
6,"Carrie",0,0,1,0,1,1,5.3657
6,"Ebony",0,0,1,1,1,1,5.3657
7,"Geoffrey",0,0,0,0,1,1,5.3657
8,"Jamal",1,0,0,1,1,1,5.3657
8,"Jay",1,0,0,0,1,1,5.3657
7,"Kareem",0,0,0,1,1,1,5.3657
6,"Kenya",0,0,1,1,1,1,5.3657
5,"Kenya",1,0,1,1,1,1,5.3657
13,"Lakisha",0,0,1,1,1,1,5.3657
7,"Neil",0,0,0,0,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
2,"Tanisha",1,0,1,1,1,1,5.3657
8,"Todd",1,0,0,0,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
2,"Tyrone",1,0,0,1,1,1,5.3657
13,"Emily",0,0,1,0,1,0,5.3657
14,"Lakisha",1,0,1,1,1,1,5.3657
13,"Sarah",1,0,1,0,1,1,5.3657
7,"Tanisha",0,0,1,1,1,0,5.3657
13,"Jill",0,1,1,0,1,0,5.3657
13,"Latonya",1,1,1,1,1,1,5.3657
13,"Latoya",0,1,1,1,1,0,5.3657
9,"Sarah",1,0,1,0,1,1,5.3657
4,"Keisha",0,0,1,1,1,0,5.3657
16,"Kristen",1,1,1,0,1,0,5.3657
8,"Latoya",1,0,1,1,1,1,5.3657
4,"Sarah",0,0,1,0,1,0,5.3657
4,"Jill",1,0,1,0,1,1,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
7,"Meredith",0,0,1,0,1,1,5.3657
6,"Tanisha",1,0,1,1,1,1,5.3657
7,"Emily",1,0,1,0,0,1,6.3153
4,"Latonya",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,0,6.3153
10,"Tamika",1,0,1,1,0,0,6.3153
15,"Ebony",0,0,1,1,0,1,6.3153
16,"Emily",1,0,1,0,0,0,6.3153
16,"Sarah",0,1,1,0,0,1,6.3153
15,"Tamika",1,0,1,1,0,1,6.3153
8,"Aisha",0,0,1,1,0,0,6.3153
8,"Emily",1,0,1,0,0,1,6.3153
3,"Kristen",0,0,1,0,0,1,6.3153
21,"Tanisha",1,0,1,1,0,0,6.3153
7,"Ebony",0,0,1,1,0,1,6.3153
7,"Latonya",1,0,1,1,0,1,6.3153
9,"Meredith",0,0,1,0,0,0,6.3153
8,"Sarah",1,0,1,0,0,0,6.3153
11,"Kristen",0,0,1,0,0,1,6.3153
17,"Latonya",1,0,1,1,0,0,6.3153
10,"Meredith",1,0,1,0,0,0,6.3153
13,"Tamika",0,0,1,1,0,1,6.3153
11,"Allison",1,0,1,0,0,1,6.3153
2,"Anne",0,0,1,0,0,1,6.3153
3,"Lakisha",0,0,1,1,0,1,6.3153
10,"Tamika",1,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
14,"Latonya",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,1,6.3153
11,"Tamika",1,0,1,1,0,1,6.3153
5,"Jill",1,0,1,0,0,1,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
4,"Sarah",0,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
4,"Anne",0,0,1,0,0,1,6.3153
4,"Lakisha",0,0,1,1,0,1,6.3153
3,"Sarah",1,0,1,0,0,0,6.3153
3,"Tamika",1,0,1,1,0,0,6.3153
7,"Emily",1,0,1,0,0,1,6.3153
9,"Lakisha",1,0,1,1,0,1,6.3153
15,"Latoya",0,0,1,1,0,1,6.3153
6,"Meredith",0,0,1,0,0,0,6.3153
2,"Aisha",1,0,1,1,1,1,5.3657
26,"Brendan",0,0,0,0,1,1,5.3657
8,"Brett",0,0,0,0,1,1,5.3657
7,"Darnell",0,0,0,1,1,1,5.3657
6,"Geoffrey",0,0,0,0,1,1,5.3657
8,"Greg",1,0,0,0,1,1,5.3657
8,"Jay",1,0,0,0,1,1,5.3657
8,"Jermaine",0,0,0,1,1,1,5.3657
10,"Jill",1,0,1,0,1,1,5.3657
2,"Keisha",1,0,1,1,1,1,5.3657
7,"Kristen",0,0,1,0,1,1,5.3657
8,"Kristen",0,0,1,0,1,1,5.3657
6,"Lakisha",0,0,1,1,1,1,5.3657
2,"Laurie",1,0,1,0,1,1,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
8,"Leroy",0,0,0,1,1,1,5.3657
8,"Leroy",1,0,0,1,1,1,5.3657
7,"Matthew",0,0,0,0,1,1,5.3657
18,"Neil",1,0,0,0,1,1,5.3657
8,"Neil",1,0,0,0,1,1,5.3657
10,"Tamika",1,0,1,1,1,1,5.3657
8,"Tyrone",0,0,0,1,1,1,5.3657
14,"Tyrone",1,0,0,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
5,"Anne",1,0,1,0,1,1,5.3657
11,"Carrie",0,0,1,0,1,1,5.3657
13,"Keisha",0,0,1,1,1,0,5.3657
13,"Latoya",1,0,1,1,1,1,5.3657
13,"Anne",0,0,1,0,1,0,5.3657
5,"Jill",1,0,1,0,1,1,5.3657
4,"Latonya",1,0,1,1,1,0,5.3657
11,"Tanisha",0,0,1,1,1,1,5.3657
1,"Anne",0,1,1,0,1,0,5.3657
16,"Lakisha",1,1,1,1,1,0,5.3657
26,"Sarah",1,0,1,0,1,0,5.3657
2,"Tanisha",0,0,1,1,1,0,5.3657
5,"Allison",0,1,1,0,1,0,5.3657
4,"Carrie",1,1,1,0,1,0,5.3657
4,"Latonya",0,1,1,1,1,0,5.3657
5,"Tamika",1,1,1,1,1,1,5.3657
11,"Aisha",0,0,1,1,1,1,5.3657
4,"Emily",0,0,1,0,1,0,5.3657
16,"Latoya",1,0,1,1,1,0,5.3657
16,"Meredith",1,0,1,0,1,0,5.3657
7,"Aisha",0,0,1,1,1,1,5.3657
19,"Allison",1,0,1,0,1,0,5.3657
4,"Carrie",0,1,1,0,1,0,5.3657
16,"Latoya",1,0,1,1,1,0,5.3657
20,"Emily",0,1,1,0,1,1,5.3657
26,"Latonya",0,0,1,1,1,1,5.3657
10,"Laurie",1,1,1,0,1,1,5.3657
14,"Tyrone",1,0,0,1,1,1,5.3657
8,"Anne",1,0,1,0,0,1,6.3153
9,"Latoya",1,0,1,1,0,0,6.3153
6,"Sarah",0,0,1,0,0,1,6.3153
8,"Tanisha",0,0,1,1,0,0,6.3153
6,"Aisha",0,0,1,1,0,1,6.3153
8,"Laurie",1,0,1,0,0,1,6.3153
8,"Sarah",0,0,1,0,0,0,6.3153
9,"Tamika",1,0,1,1,0,0,6.3153
7,"Aisha",1,0,1,1,0,1,6.3153
7,"Emily",0,0,1,0,0,1,6.3153
6,"Laurie",1,0,1,0,0,0,6.3153
6,"Tanisha",0,0,1,1,0,1,6.3153
13,"Ebony",1,0,1,1,0,0,6.3153
11,"Laurie",0,0,1,0,0,1,6.3153
11,"Meredith",1,0,1,0,0,1,6.3153
10,"Tamika",0,0,1,1,0,0,6.3153
5,"Latoya",1,0,1,1,0,1,6.3153
9,"Meredith",0,0,1,0,0,0,6.3153
4,"Sarah",1,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
3,"Allison",0,0,1,0,0,1,6.3153
4,"Jill",1,0,1,0,0,1,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
2,"Latoya",0,0,1,1,0,1,6.3153
7,"Ebony",1,0,1,1,0,1,6.3153
4,"Emily",1,0,1,0,0,1,6.3153
3,"Jill",0,0,1,0,0,1,6.3153
2,"Lakisha",0,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
14,"Kenya",0,0,1,1,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
14,"Anne",0,0,1,0,0,1,6.3153
6,"Kristen",1,0,1,0,0,1,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
5,"Anne",1,0,1,0,0,0,6.3153
3,"Carrie",0,0,1,0,0,0,6.3153
5,"Latonya",1,0,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,0,6.3153
7,"Brad",0,0,0,0,1,1,5.3657
14,"Brendan",1,0,0,0,1,1,5.3657
7,"Brett",0,0,0,0,1,1,5.3657
14,"Carrie",1,0,1,0,1,1,5.3657
8,"Ebony",0,0,1,1,1,1,5.3657
8,"Emily",0,0,1,0,1,1,5.3657
26,"Geoffrey",0,0,0,0,1,1,5.3657
2,"Greg",1,0,0,0,1,1,5.3657
8,"Greg",1,0,0,0,1,1,5.3657
2,"Hakim",1,0,0,1,1,1,5.3657
26,"Jamal",0,0,0,1,1,1,5.3657
10,"Jamal",1,0,0,1,1,1,5.3657
8,"Jermaine",0,1,0,1,1,1,5.3657
6,"Kareem",0,0,0,1,1,1,5.3657
2,"Keisha",1,0,1,1,1,1,5.3657
14,"Kristen",1,0,1,0,1,1,5.3657
7,"Lakisha",0,0,1,1,1,1,5.3657
2,"Lakisha",1,0,1,1,1,1,5.3657
18,"Latonya",1,0,1,1,1,1,5.3657
18,"Latonya",1,0,1,1,1,1,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
18,"Latoya",1,0,1,1,1,1,5.3657
8,"Latoya",1,0,1,1,1,1,5.3657
6,"Laurie",0,0,1,0,1,1,5.3657
6,"Laurie",0,0,1,0,1,1,5.3657
8,"Laurie",1,0,1,0,1,1,5.3657
6,"Matthew",0,0,0,0,1,1,5.3657
8,"Matthew",0,0,0,0,1,1,5.3657
7,"Matthew",0,0,0,0,1,1,5.3657
8,"Neil",0,0,0,0,1,1,5.3657
2,"Neil",1,0,0,0,1,1,5.3657
26,"Rasheed",0,0,0,1,1,1,5.3657
6,"Rasheed",0,0,0,1,1,1,5.3657
8,"Tamika",1,0,1,1,1,1,5.3657
6,"Tanisha",0,0,1,1,1,1,5.3657
2,"Tanisha",1,0,1,1,1,1,5.3657
8,"Todd",1,0,0,0,1,1,5.3657
8,"Todd",1,0,0,0,1,1,5.3657
8,"Todd",1,0,0,0,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
11,"Latonya",0,0,1,1,1,1,5.3657
8,"Meredith",1,1,1,0,1,1,5.3657
7,"Sarah",0,1,1,0,1,1,5.3657
5,"Tanisha",1,0,1,1,1,1,5.3657
1,"Allison",0,0,1,0,1,0,5.3657
4,"Kenya",1,0,1,1,1,0,5.3657
19,"Kristen",1,0,1,0,1,0,5.3657
13,"Lakisha",0,0,1,1,1,0,5.3657
2,"Carrie",0,0,1,0,1,0,5.3657
26,"Keisha",1,1,1,1,1,0,5.3657
4,"Latoya",0,0,1,1,1,0,5.3657
16,"Laurie",1,1,1,0,1,0,5.3657
16,"Allison",1,1,1,0,1,0,5.3657
7,"Ebony",0,0,1,1,1,1,5.3657
5,"Latoya",1,0,1,1,1,1,5.3657
11,"Laurie",0,1,1,0,1,1,5.3657
16,"Jill",1,0,1,0,1,0,5.3657
2,"Keisha",0,0,1,1,1,0,5.3657
19,"Latonya",1,1,1,1,1,0,5.3657
5,"Sarah",0,0,1,0,1,0,5.3657
4,"Emily",0,0,1,0,1,0,5.3657
26,"Jill",1,0,1,0,1,0,5.3657
19,"Latoya",1,0,1,1,1,0,5.3657
13,"Tamika",0,0,1,1,1,0,5.3657
16,"Emily",1,0,1,0,1,0,5.3657
4,"Jill",0,0,1,0,1,0,5.3657
9,"Kenya",1,0,1,1,1,1,5.3657
1,"Latoya",0,0,1,1,1,0,5.3657
14,"Aisha",1,0,1,1,1,1,5.3657
26,"Carrie",1,1,1,0,1,0,5.3657
1,"Latonya",0,1,1,1,1,0,5.3657
11,"Sarah",0,0,1,0,1,1,5.3657
4,"Kenya",1,0,1,1,1,0,5.3657
11,"Kristen",0,0,1,0,1,1,5.3657
13,"Lakisha",0,0,1,1,1,0,5.3657
5,"Meredith",1,1,1,0,1,1,5.3657
13,"Carrie",1,1,1,0,1,1,5.3657
13,"Kenya",0,0,1,1,1,0,5.3657
9,"Latonya",1,0,1,1,1,1,5.3657
7,"Laurie",0,0,1,0,1,0,5.3657
20,"Allison",0,0,1,0,1,1,5.3657
14,"Brendan",1,1,0,0,1,1,5.3657
10,"Jamal",1,0,0,1,1,1,5.3657
26,"Tamika",0,0,1,1,1,1,5.3657
7,"Allison",1,0,1,0,0,0,6.3153
5,"Emily",0,0,1,0,0,1,6.3153
6,"Latonya",0,0,1,1,0,0,6.3153
7,"Latoya",1,0,1,1,0,1,6.3153
5,"Aisha",0,0,1,1,0,0,6.3153
7,"Allison",1,0,1,0,0,1,6.3153
9,"Kristen",0,0,1,0,0,0,6.3153
